OBSID,target_comb_idx,target_text,ctx_-4_speaker,ctx_-4_text,ctx_-3_speaker,ctx_-3_text,ctx_-2_speaker,ctx_-2_text,ctx_-1_speaker,ctx_-1_text,ctx_0_speaker,ctx_0_text,ctx_1_speaker,ctx_1_text,ctx_2_speaker,ctx_2_text,R1: References prior student content,R2: Builds on student content,R3: Invites further student thinking,C1. No student content available (N/A)
2235,2235_49,"Let’s see if you guys—one person in the group can do that. Everyone else in the group needs a green marker or a crayon or a colored pencil, and color in a green triangle which is 1 6th.",teacher,A triangle how many triangles does it take Student K?,student,6.,teacher,How many triangles does it take to fill up a hexagon?,student,6.,teacher,"Let’s see if you guys—one person in the group can do that. Everyone else in the group needs a green marker or a crayon or a colored pencil, and color in a green triangle which is 1 6th.",student,Where can I put it down?,teacher,Put it in the other column.,0,0,0,0
988,988_167,260.  18 times 2?,teacher,"Sum.  180.  So the sum of the angles on that triangle are 180, what are the sum of the angles on that one?",student,180.,teacher,180.  What is your total sum?,student,18 plus 18.  260.,teacher,260.  18 times 2?,student,36.,teacher,So 180 plus 180 would be—,1,1,1,0
4192,4192_238,"Okay, could there be another fraction to support that?  All right, what would it be?",student,Teddy bears.,student,Do we have to [inaudible].,teacher,"All right, why one-third?",student,"Because there’s three, and four out of three - because one out of three of them is a rabbit.",teacher,"Okay, could there be another fraction to support that?  All right, what would it be?",student,[Inaudible] the black [inaudible].,teacher,"You are?  He’s going to check it in just a second.  If you – no, Student A, you’re good.  That’s exactly what I wanted you to do.",0,0,1,0
22,22_333,"Okay.  So how do we start the division?  Student W, it covers everything.  Please don’t [call].  What can we start with? How would you set it up?  On paper, how are you going to set it up?",teacher,"Please, how may I help you?",student,"No, forget me.",teacher,"No, no, you stopped me.  You got my attention now.  What are you going to do with my attention?  How are we going to solve these?",student,[Inaudible.],teacher,"Okay.  So how do we start the division?  Student W, it covers everything.  Please don’t [call].  What can we start with? How would you set it up?  On paper, how are you going to set it up?",student,I don’t know.,teacher,"Well, look up there.  We’ve got two of them up there:  the green and the blue.",0,0,1,0
191,191_461,Okay.,teacher,"But what did we say.  Remember?  It doesn’t matter how it’s turned.  Remember how Mr. H said that Student K, if you cloned Student K, and had two Student Ks, and you turned Student K upside down, is he still Student K?",student,"Yes, he’s just upside down.",teacher,"So, just because you turn these doesn’t mean that they’re not still what they are.",student,"I know, I said I wasn’t sure.",teacher,Okay.,student,Yes.,teacher,"So, those would not be similar.  They would be –",0,0,0,0
31,31_153,"Okay.  This is a two-session project anyway, so we’ll finish this up tomorrow.  Go ahead and put that work inside your Avid folder please.",teacher,So all these groups of two add up to the [inaudible] for a total of?,student,348.,teacher,"348.  Who else did Set B? Student A and Student A, did you get 348 as your answer? All right. So we’re going to stop on that.  I know that not everyone’s done with their poster.  Who didn't even get to start their poster today?",student,Me.,teacher,"Okay.  This is a two-session project anyway, so we’ll finish this up tomorrow.  Go ahead and put that work inside your Avid folder please.",,,,,0,0,0,1
2221,2221_82,"So it’s going to be 4, and then what’s our leftover?",teacher,"Divide.  So I’m going to take that bottom number and divide it into the top number.  And really, if you have to do this, that’s fine, but you should start in your mind to start thinking of what math facts, so what’s 6 times…",student,4.,teacher,Which is what?,multiple students,24.,teacher,"So it’s going to be 4, and then what’s our leftover?",student,3.,teacher,3.  Is that simplest form?,1,1,1,0
549,549_218,You’re saying it’s what?,teacher,You guys getting caught up?  Good.,student,15 - [inaudible] – what should I – [inaudible].  Do we put our names on here?,teacher,Sure.  I hope we’re not arguing over something.,student,I’m saying the number in people’s names that are in the title. He keeps on saying numbers in people’s lengths of names.,teacher,You’re saying it’s what?,student,"Numbers in people’s names, and he says numbers of lengths in names.",teacher,Why don’t you guys write – what did we write on the board? Create a line plot.  You and a – collect name length.  So you could just call it name length if you’d like.,0,0,1,0
2635,2635_57,Hang on.  Student A believes you have to borrow from the 70. How many of you agree?  What would you have to do next with the 70?  What do you have to do next? Student C?,teacher,"Very nice.  Excellent work.  It was hard for some of you to stay quiet.  So now we’re going to go into the subtraction part, the U.S. algorithm.  With this strategy, the reason people wanted this is because they wanted to work with only positive numbers.  The positive numbers have that plus sign before it. That’s why you see for 563, it’s 500, plus 60, plus 3, to show it’s positive numbers.  So what they do is break each number apart.  674 would be broken apart in expanded notation to 600 plus 70 plus 4.  That’s what we just did, right?  Then we subtract, break part 328, 300 plus 20 plus 8.  Now there’s a problem here.  If I was to subtract this, there’s a huge problem.  Who can find the problem?  Remember, we’re subtracting.  What’s the problem, Student N?",student,[Inaudible].,teacher,"Just like in regular subtracting, which number has to be on top?  It has to be what?  Student C?  It has to be the bigger number.  Is 4 larger than 8?  With your groups, I want you to figure out, how do you think you would solve this?  Remember, we can’t subtract in the ones place.  So what would you have to do?  Try to figure it out with your groups.  Discuss.  What do you think you’d have to do?  What would that 70 turn into?  What about the 4?  What would that turn into? Remember, how many are you taking away from that 70? What would that 4 turn into?  If you’re taking it away – remember, we take away that word can’t and what do we do with it?  Put it in the trash can, go through the trash can, pick up can, and replace all of the can’ts with can.  Which group can share their reasoning?  What do you think you have to do? Student A, what do you think you have to do?",student,You have to borrow from the 70 to turn—,teacher,Hang on.  Student A believes you have to borrow from the 70. How many of you agree?  What would you have to do next with the 70?  What do you have to do next? Student C?,student,Turn 70 into 60.,teacher,"How many thought the same thing?  Then what do we do, Student G?",1,0,1,0
2452,2452_26,"Close, this is not the mixed.  It’s going to be turned into a mixed when the numerator is bigger than the denominator, Student S?  Student N?",teacher,"If it’s gonna be equivalent to the half-, what is half of six?",student,Three.,teacher,"Three, so three would be equivalent.  Okay, now you are [inaudible], this two-fourths is not equivalent to three- sixths, but it is equivalent to one-half.  They all have to be the same in terms of the multiples, okay, but you can see that this box would be more than this box.  Okay, so those aren’t, so it’s the same as that box.  All right.  So you are looking at having the equivalent fractions.  Today we are going to talk about, because some of you were asking, okay.  What kind of a fraction is this?  This is something that we have done before?  What kind of a fraction?  What’s it called?  Student J?",student,[inaudible],teacher,"Close, this is not the mixed.  It’s going to be turned into a mixed when the numerator is bigger than the denominator, Student S?  Student N?",student,Improper fraction.,teacher,"An improper fraction.  An improper fraction is when the numerator is bigger.  Now I have shown this to you before, but to show you this representation, if five is the denominator, okay, everybody is with me?  Five is the denominator, that means each of the pieces that we have, how many are going to be in each?  How many pieces? Student T?",1,1,0,0
